part_number,build_id,volume_mm3,x_position_mm,y_position_mm,z_position_mm,geometry,relative_density
3,B00539,1441771.0,240.65,-187.09,,tensile_bar,95.53
0,B00540,5068058.0,-100.71,-83.9,218.26,tensile_bar,98.44
1,B00540,1698187.0,18.71,43.53,331.94,tensile_bar,99.53
2,B00540,4128308.0,87.58,-80.92,,lattice,98.43
3,B00540,,162.11,-106.74,241.64,bracket,98.86
0,B00541,7863249.0,-224.53,-121.84,302.61,lattice,98.79
1,B00541,,188.3,10.47,208.39,lattice,97.97
2,B00541,6074246.0,5.02,-202.67,249.99,bracket,98.01
3,B00541,2122118.0,-193.52,126.75,273.32,cube,98.13
0,B00542,52916.0,-198.37,111.15,84.05,lattice,96.09
1,B00542,2596171.0,243.2,24.94,32.91,lattice,96.71
2,B00542,5279614.0,19.99,-75.43,26.96,tensile_bar,95.92
3,B00542,5042523.0,-212.61,-187.11,205.59,cube,91.53
0,B00543,9927170.0,90.06,126.97,264.27,lattice,
1,B00543,4562640.0,246.27,181.99,,tensile_bar,97.9
2,B00543,,-20.35,136.11,273.01,tensile_bar,97.33
3,B00543,4263452.0,-191.69,-124.45,66.29,lattice,97.31
0,B00544,10326156.0,-22.86,207.19,,lattice,98.87
1,B00544,1682630.0,-235.76,,88.55,bracket,99.32
2,B00544,3837528.0,-114.67,116.77,163.13,tensile_bar,98.36
3,B00544,,209.58,-195.54,186.22,lattice,98.28
0,B00545,2160435.0,-150.5,182.91,37.56,cube,97.07
1,B00545,,22.89,-14.33,,bracket,96.94
2,B00545,8431581.0,-78.81,-166.31,40.25,tensile_bar,97.01
3,B00545,7708263.0,-152.96,128.01,297.25,lattice,97.34
0,B00546,3588638.0,,-158.96,,bracket,97.67
1,B00546,6093235.0,-63.94,-138.65,286.21,cube,97.75
2,B00546,7042286.0,-85.0,220.22,252.35,tensile_bar,98.38
3,B00546,2256729.0,-208.02,-27.61,222.51,tensile_bar,98.07
0,B00547,3738122.0,155.97,-221.51,9.91,cube,98.56
1,B00547,6000120.0,-22.91,184.74,114.26,bracket,98.93
2,B00547,5397929.0,-230.88,191.93,319.25,lattice,98.3
3,B00547,5047179.0,205.41,29.56,347.13,tensile_bar,98.8
0,B00548,5347181.0,,127.67,95.7,tensile_bar,95.73
1,B00548,2364872.0,196.68,-16.34,285.63,tensile_bar,95.85
2,B00548,5550133.0,-26.35,-215.63,180.08,cube,95.88
3,B00548,721545.0,-161.68,164.72,212.5,lattice,95.7
4,B00548,3007189.0,-51.1,-80.07,330.99,bracket,96.29
0,B00549,4859829.0,-120.35,-87.78,,lattice,99.6
1,B00549,4855653.0,178.79,205.36,294.48,lattice,98.33
2,B00549,,-123.85,-26.53,238.05,lattice,99.18
3,B00549,6469625.0,156.03,-101.21,340.44,lattice,98.99
0,B00550,2049317.0,-145.0,-71.2,76.08,cube,98.57
1,B00550,4318148.0,88.32,-183.05,,lattice,98.29
2,B00550,11500224.0,245.48,-88.59,150.68,lattice,98.67
3,B00550,1985435.0,-215.38,-207.47,136.76,bracket,98.07
4,B00550,963374.0,81.09,189.11,140.97,cube,98.35
0,B00551,4864885.0,-164.1,-20.32,73.51,tensile_bar,95.94
1,B00551,4988984.0,-102.12,-215.04,,cube,94.74
2,B00551,2000945.0,-72.27,214.45,252.0,cube,95.12
3,B00551,9402354.0,197.19,-207.08,251.98,bracket,
0,B00552,2366111.0,-195.52,-209.99,119.08,tensile_bar,97.91
1,B00552,,-92.01,26.67,178.13,tensile_bar,98.12
2,B00552,1709269.0,-204.65,-155.56,221.55,cube,98.09
3,B00552,12499019.0,200.03,-164.02,211.62,lattice,98.42
4,B00552,4975256.0,149.71,62.44,309.23,bracket,98.28
0,B00553,4515327.0,66.44,8.27,102.87,tensile_bar,98.03
1,B00553,4356850.0,121.78,207.84,201.92,tensile_bar,98.61
2,B00553,9117076.0,44.73,190.27,159.02,cube,97.7
3,B00553,1989913.0,105.46,,28.79,cube,98.12
0,B00554,2544570.0,,-41.94,251.26,bracket,95.34
1,B00554,6827911.0,161.64,162.48,8.47,cube,
2,B00554,1063426.0,-65.17,-182.91,,cube,94.86
3,B00554,5925925.0,-213.99,-3.66,23.16,lattice,
4,B00554,5510620.0,-18.76,-191.0,254.53,bracket,95.29
0,B00555,3239045.0,-172.41,-58.18,217.26,lattice,98.77
1,B00555,4336526.0,-129.69,-246.02,348.3,cube,98.74
2,B00555,3645198.0,-27.12,107.29,142.35,tensile_bar,99.21
3,B00555,2941243.0,-181.78,8.02,322.15,bracket,98.77
0,B00556,2257899.0,-136.55,-28.04,100.86,tensile_bar,98.13
1,B00556,3539438.0,56.71,24.33,76.92,tensile_bar,97.9
2,B00556,5359544.0,81.17,-142.77,78.47,lattice,97.61
3,B00556,2734112.0,-49.66,-77.08,160.59,bracket,97.97
0,B00557,2819129.0,-21.57,137.45,137.57,cube,94.45
1,B00557,4556605.0,139.49,-235.03,279.18,bracket,94.64
2,B00557,4609423.0,-136.87,-188.27,272.08,lattice,94.75
3,B00557,5037835.0,-181.54,-171.12,191.81,tensile_bar,95.4
0,B00558,4635761.0,-169.6,,193.88,bracket,97.38
1,B00558,5369158.0,226.43,-3.8,108.57,lattice,97.94
2,B00558,2916772.0,244.19,-169.02,,bracket,99.01
3,B00558,2749977.0,-164.97,-242.86,,lattice,98.86
0,B00559,2993502.0,-45.72,-86.38,203.61,bracket,98.29
1,B00559,970741.0,-107.93,-143.44,129.61,lattice,98.18
2,B00559,9718907.0,21.09,156.3,244.47,cube,97.61
3,B00559,4711054.0,182.4,-203.84,122.62,tensile_bar,97.56
0,B00560,4045487.0,83.63,194.86,,lattice,96.2
1,B00560,4991012.0,11.75,-37.73,248.52,cube,96.12
2,B00560,1205076.0,-4.03,-104.16,,cube,95.74
3,B00560,2012671.0,,-62.58,,tensile_bar,95.78
0,B00561,4653406.0,207.46,-249.18,251.66,bracket,97.11
1,B00561,6952610.0,-141.58,-105.18,293.85,bracket,98.18
2,B00561,1246733.0,-214.1,-212.63,,tensile_bar,
3,B00561,1190363.0,-76.14,-122.57,190.09,lattice,97.95
0,B00562,,-155.31,237.74,176.05,cube,98.3
1,B00562,5601066.0,223.61,-250.0,265.09,bracket,98.17
2,B00562,1297413.0,-80.53,8.5,187.16,tensile_bar,98.7
3,B00562,8146800.0,157.59,160.79,272.41,tensile_bar,97.98
0,B00563,2929771.0,-76.3,-107.44,168.11,bracket,96.8
1,B00563,4929885.0,-199.12,-188.96,185.94,bracket,
2,B00563,,63.7,205.73,112.27,tensile_bar,97.06
3,B00563,2541044.0,-63.85,-118.83,11.45,lattice,96.84
0,B00564,11063438.0,174.39,115.56,0.33,tensile_bar,98.31
1,B00564,1479821.0,-136.12,246.34,233.2,tensile_bar,98.48
2,B00564,1850582.0,136.57,-106.7,,tensile_bar,98.73
3,B00564,4709060.0,-231.16,-226.74,206.75,cube,98.57
0,B00565,4226327.0,183.13,156.32,291.09,bracket,96.51
1,B00565,1783044.0,-163.49,-34.45,7.28,cube,
2,B00565,3714495.0,-75.63,141.5,246.11,bracket,96.76
3,B00565,2118361.0,-160.0,231.28,169.25,cube,96.92
4,B00565,3594905.0,59.57,234.69,10.09,lattice,97.14
0,B00566,1406187.0,-67.26,74.04,317.98,cube,
1,B00566,6602956.0,-121.93,-79.36,146.14,tensile_bar,95.48
2,B00566,3469271.0,0.28,-241.28,157.74,cube,95.16
3,B00566,,178.73,-43.16,207.28,bracket,94.76
4,B00566,,-245.62,-83.96,338.87,lattice,95.48
0,B00567,854399.0,-238.08,-230.64,236.08,lattice,96.75
1,B00567,10808757.0,-89.48,-175.96,253.01,tensile_bar,97.37
2,B00567,5743022.0,-113.46,-132.08,282.31,bracket,97.44
3,B00567,,-248.81,-70.19,136.9,tensile_bar,
0,B00568,3942039.0,169.9,187.77,11.62,cube,99.01
1,B00568,1564506.0,-115.27,157.14,122.04,tensile_bar,98.4
2,B00568,2905104.0,-226.06,-246.34,148.32,cube,98.46
3,B00568,,198.76,247.96,,tensile_bar,
0,B00569,7421579.0,11.96,107.23,228.41,bracket,96.53
1,B00569,5675087.0,-134.17,48.16,308.85,tensile_bar,96.88
2,B00569,2475448.0,-232.58,-200.01,114.27,cube,95.51
3,B00569,4232866.0,-164.64,-68.55,,tensile_bar,96.54
4,B00569,390623.0,,-146.34,119.41,bracket,96.36
0,B00570,7023100.0,139.54,-54.82,274.6,tensile_bar,98.53
1,B00570,3267566.0,-165.37,190.85,120.11,tensile_bar,
2,B00570,,-108.07,-65.75,135.23,tensile_bar,97.78
3,B00570,3860087.0,-191.05,149.33,74.73,cube,97.29
4,B00570,1060557.0,41.61,-108.63,129.85,cube,97.38
5,B00570,2139332.0,16.49,-88.76,228.25,tensile_bar,98.03
0,B00571,4953455.0,-54.4,9.79,25.61,lattice,98.79
1,B00571,3498088.0,116.94,-0.23,75.48,cube,98.74
2,B00571,,-248.26,133.49,27.35,lattice,98.45
3,B00571,4478359.0,,-53.7,171.0,tensile_bar,97.64
4,B00571,498030.0,-113.94,-205.26,34.61,tensile_bar,98.41
5,B00571,4424677.0,,187.86,284.92,tensile_bar,98.74
0,B00572,2920751.0,-70.43,-189.51,44.17,cube,96.03
1,B00572,4155827.0,,-6.98,92.05,lattice,95.88
2,B00572,4430008.0,-30.47,111.49,167.59,tensile_bar,95.5
3,B00572,,-111.55,192.61,,cube,
0,B00573,,-244.76,-224.08,109.03,cube,98.83
1,B00573,,96.34,-73.11,221.88,cube,98.37
2,B00573,2469762.0,70.49,-12.69,280.23,bracket,98.36
3,B00573,4955831.0,,,7.02,lattice,98.48
0,B00574,,-174.79,-107.61,107.1,tensile_bar,
1,B00574,8143342.0,193.16,232.47,,lattice,97.05
2,B00574,2131159.0,,78.85,256.22,lattice,97.41
3,B00574,8329195.0,-148.58,197.94,226.9,bracket,97.5
0,B00575,4540754.0,,238.22,128.88,lattice,
1,B00575,3756570.0,43.74,-9.02,232.9,lattice,95.15
2,B00575,635743.0,88.07,-121.28,140.12,lattice,94.65
3,B00575,1477063.0,244.14,-100.17,,cube,95.02
4,B00575,6118089.0,237.67,169.2,84.26,tensile_bar,94.56
0,B00576,1005671.0,133.07,-20.26,108.28,tensile_bar,96.2
1,B00576,1778654.0,-60.9,-12.66,91.76,lattice,96.07
2,B00576,4254334.0,184.85,139.61,238.07,bracket,96.0
3,B00576,5973941.0,-100.65,171.38,254.81,lattice,96.43
0,B00577,2970526.0,-62.93,-144.13,63.13,bracket,98.19
1,B00577,6271067.0,85.72,-112.02,277.93,tensile_bar,98.45
2,B00577,3238141.0,-193.71,-37.63,267.33,tensile_bar,99.37
3,B00577,,28.12,-71.84,330.52,bracket,98.17
0,B00578,2549380.0,-228.59,47.46,341.39,lattice,
1,B00578,2676381.0,-60.17,,,bracket,95.04
2,B00578,1228464.0,84.94,-104.2,202.96,bracket,96.14
3,B00578,5372744.0,188.25,50.18,276.11,lattice,94.49
4,B00578,7722768.0,102.38,88.6,131.65,tensile_bar,94.92
5,B00578,2092084.0,-216.95,-72.97,1.53,bracket,95.1
0,B00579,666774.0,-161.51,-152.63,348.05,cube,96.96
1,B00579,1919742.0,12.5,-10.07,121.92,bracket,97.04
2,B00579,2234477.0,-166.13,124.63,293.59,cube,97.0
3,B00579,3864420.0,98.15,215.75,198.88,lattice,96.57
0,B00580,,-247.61,61.28,187.43,bracket,97.34
1,B00580,4576512.0,241.57,-249.83,134.24,tensile_bar,98.19
2,B00580,3016241.0,153.3,163.96,104.01,lattice,97.29
3,B00580,3211339.0,-45.85,230.54,324.18,bracket,97.26
4,B00580,1646756.0,76.39,-8.77,124.04,bracket,97.45
5,B00580,3675796.0,230.07,117.29,,tensile_bar,97.2
6,B00580,1797580.0,206.98,-219.7,298.26,bracket,92.29
0,B00581,2361252.0,-112.61,-141.02,96.53,lattice,95.94
1,B00581,6566302.0,14.2,-230.87,296.95,lattice,
2,B00581,1571036.0,235.91,80.67,304.19,cube,
3,B00581,9200994.0,171.57,-102.07,292.26,cube,95.47
0,B00582,1828453.0,-121.75,-39.98,156.72,cube,98.4
1,B00582,4217191.0,-112.74,-83.17,108.48,lattice,99.08
2,B00582,2401834.0,-197.7,-240.37,66.36,bracket,98.46
3,B00582,5873095.0,195.77,196.91,147.93,bracket,98.55
4,B00582,1209783.0,-147.51,-110.7,327.1,tensile_bar,98.44
5,B00582,1869855.0,48.94,40.01,,lattice,98.25
0,B00583,7740482.0,37.09,166.5,324.15,cube,99.78
1,B00583,839571.0,-84.9,-113.08,290.17,lattice,98.72
2,B00583,984147.0,-223.31,-7.21,215.0,cube,98.92
3,B00583,6452090.0,-56.86,-50.02,,cube,99.02
0,B00584,3801334.0,246.52,,316.98,tensile_bar,94.63
1,B00584,5117505.0,-211.38,-11.51,127.11,lattice,95.85
2,B00584,2745963.0,-148.47,117.54,314.86,cube,95.16
3,B00584,1959028.0,223.91,-169.31,76.44,lattice,95.13
0,B00585,1577573.0,-179.72,209.99,76.2,lattice,97.57
1,B00585,4261205.0,-216.03,-188.9,5.77,cube,97.49
2,B00585,1577311.0,-205.0,147.8,318.44,tensile_bar,97.72
3,B00585,3698396.0,,168.71,47.64,bracket,97.69
4,B00585,5072839.0,249.69,-98.57,257.7,bracket,98.22
0,B00586,386494.0,47.96,237.88,287.21,bracket,
1,B00586,2727318.0,-108.55,,217.11,lattice,98.78
2,B00586,6361417.0,-166.97,,,tensile_bar,99.16
3,B00586,6073337.0,116.19,11.25,166.42,cube,98.65
4,B00586,6296585.0,-207.01,-220.61,146.47,tensile_bar,98.79
0,B00587,2039927.0,189.22,119.62,199.59,cube,
1,B00587,7656279.0,-95.37,247.56,34.85,tensile_bar,94.85
2,B00587,4059109.0,7.21,100.17,298.31,tensile_bar,95.63
3,B00587,4750849.0,56.19,,,tensile_bar,95.65
0,B00588,3322964.0,-204.31,-123.6,341.35,cube,98.96
1,B00588,4749597.0,63.69,172.76,226.59,tensile_bar,
2,B00588,2341237.0,-35.22,-23.09,207.67,lattice,98.66
3,B00588,6624827.0,-184.82,,146.89,tensile_bar,98.66
0,B00589,2114398.0,77.27,,33.16,lattice,98.62
1,B00589,4666785.0,231.39,,272.07,bracket,98.35
2,B00589,6933117.0,122.87,-166.85,95.39,cube,98.87
3,B00589,2518780.0,-242.93,176.46,115.16,tensile_bar,98.66
4,B00589,2191239.0,-169.53,-27.1,262.96,cube,98.6
0,B00590,2337405.0,118.31,246.95,34.08,bracket,93.55
1,B00590,2496130.0,110.16,-41.61,219.78,lattice,
2,B00590,,-85.25,,81.3,lattice,93.88
3,B00590,6010331.0,,117.55,104.62,cube,93.78
4,B00590,1538716.0,109.72,,,lattice,94.16
0,B00591,1642929.0,-35.67,197.14,267.27,lattice,97.68
1,B00591,955567.0,128.48,-135.55,210.99,cube,98.08
2,B00591,8012817.0,-202.15,-188.54,297.78,cube,98.22
3,B00591,3912602.0,90.2,-4.02,154.44,cube,98.45
0,B00592,,-205.43,-58.65,150.63,lattice,97.6
1,B00592,2887607.0,196.18,-68.24,214.51,cube,97.85
2,B00592,4978732.0,-172.28,150.1,217.91,bracket,97.33
3,B00592,4354199.0,-100.61,-48.31,336.69,bracket,
0,B00593,2149507.0,14.17,203.16,340.96,tensile_bar,95.89
1,B00593,2811611.0,194.31,38.14,269.55,cube,95.5
2,B00593,7979487.0,-116.27,137.78,337.8,lattice,95.17
3,B00593,5329408.0,194.49,44.75,85.32,bracket,94.92
0,B00594,1272724.0,68.78,149.54,190.58,cube,97.71
1,B00594,5010975.0,89.11,-82.22,175.04,lattice,97.24
2,B00594,9230807.0,-123.3,-16.4,346.82,lattice,97.08
3,B00594,,113.16,243.87,264.05,bracket,96.73
0,B00595,7056591.0,-21.72,,153.58,cube,95.88
1,B00595,2066644.0,193.94,-4.93,45.51,bracket,
2,B00595,3058620.0,-152.99,150.56,19.95,bracket,95.99
3,B00595,3690217.0,119.96,224.61,322.93,cube,95.77
4,B00595,3036577.0,144.98,49.19,211.93,lattice,96.22
0,B00596,7463359.0,161.58,-119.08,305.34,cube,96.31
1,B00596,639224.0,68.4,56.68,100.19,tensile_bar,95.85
2,B00596,5025235.0,181.64,-45.62,73.81,bracket,96.07
3,B00596,4374963.0,29.01,,234.56,bracket,95.73
0,B00597,5992350.0,-151.17,-239.73,76.37,lattice,96.43
1,B00597,3322593.0,,-63.97,303.58,tensile_bar,96.41
2,B00597,1890423.0,13.55,44.28,341.19,lattice,96.87
3,B00597,1886796.0,,-209.07,8.25,lattice,96.45
4,B00597,3498637.0,170.66,133.55,236.17,cube,96.78
0,B00598,1311039.0,-71.11,-80.88,125.78,bracket,98.35
1,B00598,11739742.0,-148.96,-66.92,310.41,tensile_bar,
2,B00598,3943078.0,-210.73,-71.36,269.58,cube,
3,B00598,940505.0,-159.81,115.89,,bracket,97.05
0,B00599,2877108.0,-44.16,-195.52,272.22,tensile_bar,95.38
1,B00599,8979091.0,-12.83,-134.57,169.45,tensile_bar,94.29
2,B00599,5334444.0,169.36,29.43,273.39,cube,94.4
3,B00599,4181017.0,232.02,-207.56,16.44,cube,93.39
0,B00600,2587383.0,,-191.77,37.82,cube,96.72
1,B00600,4441104.0,,120.23,,tensile_bar,97.26
2,B00600,4805809.0,-166.55,61.75,306.71,cube,97.84
3,B00600,,87.55,,121.18,cube,97.15
4,B00600,3934309.0,70.85,225.06,270.03,lattice,96.33
0,B00601,3610727.0,162.76,41.52,86.74,tensile_bar,99.16
1,B00601,3016444.0,134.53,-214.05,334.89,lattice,99.07
2,B00601,1954970.0,97.58,242.92,133.56,cube,99.32
3,B00601,6399123.0,145.38,198.85,95.87,lattice,99.63
0,B00602,3996439.0,-172.84,-38.69,85.7,cube,94.85
1,B00602,2962957.0,19.09,-112.9,,cube,94.73
2,B00602,3042319.0,-68.96,-122.41,,lattice,94.47
3,B00602,,102.43,-78.04,10.11,cube,95.03
4,B00602,,-203.36,-60.51,105.01,lattice,94.73
0,B00603,1977139.0,,74.1,13.29,cube,97.92
1,B00603,4213263.0,-31.84,177.25,180.21,tensile_bar,98.02
2,B00603,7616717.0,-114.53,-170.88,328.03,lattice,98.1
3,B00603,4143553.0,247.59,-110.21,301.6,cube,98.01
4,B00603,,-150.7,34.84,91.36,lattice,98.78
0,B00604,3476172.0,140.25,131.55,38.24,bracket,98.49
1,B00604,420703.0,22.54,229.07,343.18,bracket,98.47
2,B00604,1446912.0,75.29,-58.21,,cube,98.65
3,B00604,,-59.34,-132.57,20.65,bracket,
0,B00605,4311742.0,207.0,-74.15,303.79,bracket,95.15
1,B00605,,222.85,192.92,267.48,tensile_bar,94.66
2,B00605,,69.37,20.92,,lattice,95.19
3,B00605,1505521.0,81.39,-141.35,120.64,lattice,95.87
4,B00605,2563711.0,-62.6,-220.68,71.02,cube,95.25
0,B00606,2155892.0,67.61,37.14,12.13,tensile_bar,98.0
1,B00606,5742814.0,33.24,-243.11,47.7,tensile_bar,97.98
2,B00606,3082433.0,-78.74,131.31,220.76,bracket,92.21
3,B00606,3680147.0,-37.36,-111.7,287.37,lattice,98.45
4,B00606,3956325.0,-140.3,198.4,138.79,cube,97.8
0,B00607,,,221.96,156.72,cube,
1,B00607,,-222.49,-234.4,330.46,tensile_bar,98.67
2,B00607,3993340.0,32.46,-96.44,,bracket,99.48
3,B00607,1879950.0,-141.55,-179.52,164.07,cube,97.48
0,B00608,574568.0,-13.03,126.67,113.22,tensile_bar,94.64
1,B00608,9480630.0,-126.97,22.22,87.58,bracket,95.68
2,B00608,1904322.0,244.64,-53.42,121.82,cube,95.31
3,B00608,747780.0,-33.01,188.39,331.94,cube,94.93
0,B00609,1642080.0,11.28,197.69,89.47,bracket,98.03
1,B00609,9661133.0,37.18,-80.94,273.6,lattice,98.98
2,B00609,3496551.0,-155.49,49.54,37.45,lattice,
3,B00609,1036593.0,140.36,83.0,338.1,tensile_bar,98.21
0,B00610,2827013.0,215.82,68.99,97.91,cube,98.59
1,B00610,4660323.0,154.55,55.65,343.69,cube,
2,B00610,4813034.0,-164.96,-115.88,,tensile_bar,98.64
3,B00610,5059324.0,-182.23,-32.21,4.63,lattice,98.46
0,B00611,4228279.0,171.49,84.29,11.07,cube,94.28
1,B00611,6251823.0,-236.55,188.95,,cube,94.4
2,B00611,5443023.0,-35.47,134.57,99.58,bracket,94.19
3,B00611,2255389.0,-175.6,-103.82,33.33,bracket,
0,B00612,2400727.0,-17.08,-34.98,322.13,bracket,99.15
1,B00612,2975070.0,109.71,188.9,86.17,cube,98.39
2,B00612,711224.0,-227.11,35.89,228.73,lattice,
3,B00612,,94.09,50.51,288.6,cube,98.78
4,B00612,,224.39,16.37,34.74,cube,98.73
0,B00613,,248.89,153.31,78.72,lattice,98.81
1,B00613,3858485.0,-93.94,,85.3,lattice,98.02
2,B00613,3044223.0,-120.87,29.35,187.92,lattice,98.63
3,B00613,7721921.0,102.12,136.35,,lattice,98.3
0,B00614,1031352.0,-47.59,137.28,164.91,tensile_bar,94.62
1,B00614,3141131.0,76.67,-117.06,299.42,lattice,94.58
2,B00614,2532340.0,,143.36,343.34,bracket,94.69
3,B00614,1708390.0,-44.0,-143.08,4.75,cube,94.95
0,B00615,6616800.0,-49.65,41.63,53.72,bracket,98.45
1,B00615,2396631.0,152.76,-87.45,343.06,cube,99.48
2,B00615,2416333.0,15.33,211.13,,bracket,98.88
3,B00615,4959979.0,-204.49,91.49,280.25,cube,98.48
0,B00616,3070721.0,188.05,-43.94,40.28,tensile_bar,98.22
1,B00616,4720886.0,-171.9,182.41,243.76,tensile_bar,98.58
2,B00616,2314640.0,68.83,24.15,159.18,bracket,98.21
3,B00616,1655067.0,218.45,,11.35,tensile_bar,98.68
0,B00617,2278212.0,-157.71,96.46,132.05,cube,93.71
1,B00617,2753484.0,52.25,-83.25,201.99,lattice,
2,B00617,2376586.0,-88.45,-144.56,204.99,tensile_bar,
3,B00617,839457.0,211.24,59.17,160.8,tensile_bar,94.66
4,B00617,5876490.0,-187.28,85.63,90.67,tensile_bar,93.85
0,B00618,1264180.0,130.73,,306.69,cube,98.85
1,B00618,1164413.0,-248.65,-225.78,51.84,tensile_bar,98.49
2,B00618,1338518.0,-34.91,98.4,207.4,tensile_bar,98.14
3,B00618,7502095.0,-247.81,-243.33,348.32,cube,97.99
0,B00619,3334485.0,-106.37,51.72,238.35,bracket,98.45
1,B00619,8547447.0,208.09,197.34,322.21,bracket,98.93
2,B00619,2464559.0,195.0,-240.91,58.23,lattice,98.59
3,B00619,4756592.0,-93.75,-193.79,40.97,bracket,99.31
0,B00620,1614714.0,-195.85,157.63,21.53,lattice,
1,B00620,2641782.0,-9.72,203.96,,cube,94.92
2,B00620,2513190.0,-110.22,156.61,123.87,tensile_bar,94.81
3,B00620,5729132.0,48.85,-153.8,4.7,bracket,
0,B00621,440693.0,,-59.84,37.26,lattice,97.62
1,B00621,4315515.0,233.83,-168.56,251.54,cube,97.4
2,B00621,5761916.0,-52.74,227.62,74.06,lattice,97.07
3,B00621,2812586.0,-72.02,-132.77,155.88,lattice,97.37
4,B00621,4224164.0,-46.6,-201.05,206.71,bracket,
0,B00622,4480676.0,195.13,11.99,218.15,bracket,98.18
1,B00622,3493280.0,-89.91,-235.22,278.52,lattice,
2,B00622,5493525.0,-32.78,122.2,225.64,tensile_bar,98.11
3,B00622,1992652.0,91.43,-236.54,327.94,tensile_bar,99.07
0,B00623,,83.39,245.84,291.69,bracket,94.49
1,B00623,3067638.0,41.75,-180.63,191.2,bracket,94.59
2,B00623,4756091.0,-13.03,-55.17,297.59,lattice,95.53
3,B00623,3959349.0,66.7,-194.47,238.2,tensile_bar,94.89
0,B00624,3735379.0,,,6.53,bracket,97.87
1,B00624,7701903.0,165.62,-46.82,106.3,tensile_bar,96.87
2,B00624,2317324.0,-217.37,-170.35,343.67,bracket,
3,B00624,4007096.0,-26.32,249.78,224.97,tensile_bar,96.73
0,B00625,9979623.0,-193.83,6.68,160.31,bracket,98.08
1,B00625,2947760.0,79.77,112.42,,cube,98.02
2,B00625,2700105.0,90.41,-171.43,,tensile_bar,98.95
3,B00625,3334478.0,132.26,-37.46,253.15,tensile_bar,98.72
0,B00626,9164267.0,-147.57,72.8,162.85,bracket,95.33
1,B00626,1340017.0,86.67,48.17,201.01,cube,95.71
2,B00626,1281628.0,-217.13,-219.58,232.73,lattice,95.69
3,B00626,5745868.0,81.82,47.68,314.07,cube,96.52
0,B00627,5497818.0,248.86,-189.89,,cube,98.32
1,B00627,8432118.0,,-111.01,244.9,cube,98.78
2,B00627,325745.0,-146.23,71.32,111.3,lattice,98.91
3,B00627,4443860.0,-183.59,-220.01,23.43,bracket,98.07
0,B00628,,165.64,30.37,308.76,cube,98.04
1,B00628,,-242.64,-182.02,265.1,bracket,98.36
2,B00628,1811019.0,204.91,-232.69,5.73,cube,98.32
3,B00628,1312094.0,122.39,59.8,42.1,cube,98.75
0,B00629,5457487.0,200.83,-44.03,,tensile_bar,97.66
1,B00629,5994559.0,192.58,214.24,242.02,bracket,96.73
2,B00629,2761665.0,-52.58,-12.37,201.1,bracket,96.97
3,B00629,,158.97,-12.24,294.93,bracket,97.26
0,B00630,2938136.0,-83.24,176.54,120.53,bracket,97.22
1,B00630,1984762.0,160.43,,179.87,tensile_bar,98.04
2,B00630,4950725.0,8.06,32.26,21.21,bracket,98.47
3,B00630,4860507.0,-0.97,88.44,,tensile_bar,97.98
4,B00630,652579.0,230.63,,272.75,tensile_bar,97.73
5,B00630,3246215.0,205.52,-122.55,35.24,tensile_bar,97.58
0,B00631,3387330.0,-212.87,113.08,301.96,bracket,97.4
1,B00631,3318079.0,197.22,162.19,208.28,bracket,97.54
2,B00631,4284613.0,-1.42,-145.12,261.05,lattice,
3,B00631,4312347.0,-237.27,-150.11,273.27,cube,97.76
4,B00631,818030.0,69.96,114.14,89.77,cube,97.18
0,B00632,3882526.0,92.93,-143.36,166.08,tensile_bar,97.31
1,B00632,3826607.0,-23.85,121.03,154.54,bracket,97.6
2,B00632,4068492.0,-239.4,50.42,58.4,bracket,97.91
3,B00632,7798310.0,239.98,-140.55,235.62,tensile_bar,97.92
0,B00633,5376546.0,-150.08,,276.69,bracket,97.77
1,B00633,693356.0,,145.61,79.95,lattice,98.34
2,B00633,6469985.0,-191.37,180.28,151.18,bracket,97.85
3,B00633,8482020.0,79.85,56.4,115.65,cube,97.48
0,B00634,1814086.0,217.0,-1.91,332.94,tensile_bar,97.17
1,B00634,3895368.0,32.49,,,lattice,97.15
2,B00634,2289080.0,174.47,,62.33,bracket,96.85
3,B00634,2261408.0,-237.46,-206.8,186.99,lattice,97.11
4,B00634,2398369.0,-53.78,78.49,42.05,cube,97.35
5,B00634,197205.0,-106.03,22.65,281.1,bracket,
6,B00634,5182625.0,33.85,-23.54,270.03,bracket,97.06
0,B00635,12032587.0,-86.78,43.72,14.68,tensile_bar,98.54
1,B00635,1352270.0,-151.18,-209.71,79.06,tensile_bar,97.94
2,B00635,3932392.0,53.19,-217.13,103.91,bracket,98.67
3,B00635,2837206.0,-12.58,,20.74,lattice,98.79
0,B00636,,206.12,-26.1,,bracket,98.04
1,B00636,308177.0,159.54,50.31,24.18,cube,97.91
2,B00636,2458026.0,-177.82,-8.54,,cube,97.94
3,B00636,,-173.73,-32.66,345.31,tensile_bar,
0,B00637,1876857.0,-124.26,60.86,289.18,bracket,97.77
1,B00637,8040061.0,30.31,-220.96,298.86,tensile_bar,98.1
2,B00637,7272737.0,-132.75,,186.3,bracket,98.36
3,B00637,2708608.0,51.65,-132.32,123.77,bracket,98.13
0,B00638,,57.78,175.54,,lattice,98.89
1,B00638,4709254.0,72.38,-209.17,86.65,tensile_bar,97.21
2,B00638,5053278.0,64.28,78.26,16.39,cube,98.74
3,B00638,7740972.0,84.1,192.71,299.48,bracket,98.1
