machine_id,timestamp,oxygen_ppm,gas_flow_rate_l_min,build_plate_temperature_deg_c
M000,2025-07-14 05:05:53.137477,50.0,7.87,302.5
M001,2025-07-14 05:12:30.716061,144.0,,303.0
M002,2025-07-14 05:16:15.581993,225.0,6.52,400.2
M000,2025-07-14 05:20:53.137477,25.0,8.24,296.0
M001,2025-07-14 05:27:30.716061,65.0,,302.4
M002,2025-07-14 05:31:15.581993,,,400.1
M000,2025-07-14 05:35:53.137477,37.0,8.11,302.7
M001,2025-07-14 05:42:30.716061,89.0,8.17,300.6
M002,2025-07-14 05:46:15.581993,228.0,6.49,399.4
M000,2025-07-14 05:50:53.137477,33.0,8.3,298.9
M001,2025-07-14 05:57:30.716061,152.0,7.42,300.3
M002,2025-07-14 06:01:15.581993,221.0,6.43,400.5
M000,2025-07-14 06:05:53.137477,37.0,,301.4
M001,2025-07-14 06:12:30.716061,114.0,8.05,300.9
M002,2025-07-14 06:16:15.581993,229.0,6.62,401.1
M000,2025-07-14 06:20:53.137477,40.0,8.55,301.2
M001,2025-07-14 06:27:30.716061,100.0,7.78,299.0
M002,2025-07-14 06:31:15.581993,239.0,6.09,399.9
M000,2025-07-14 06:35:53.137477,36.0,7.91,299.7
M001,2025-07-14 06:42:30.716061,142.0,7.71,298.9
M002,2025-07-14 06:46:15.581993,226.0,6.23,399.4
M000,2025-07-14 06:50:53.137477,39.0,8.03,299.6
M001,2025-07-14 06:57:30.716061,115.0,7.73,301.5
M002,2025-07-14 07:01:15.581993,234.0,,398.6
M000,2025-07-14 07:05:53.137477,24.0,8.14,301.5
M001,2025-07-14 07:12:30.716061,84.0,7.71,303.3
M002,2025-07-14 07:16:15.581993,221.0,6.36,400.0
M000,2025-07-14 07:20:53.137477,44.0,8.05,300.2
M001,2025-07-14 07:27:30.716061,134.0,7.91,301.8
M002,2025-07-14 07:31:15.581993,222.0,6.2,398.5
M000,2025-07-14 07:35:53.137477,31.0,8.36,299.5
M001,2025-07-14 07:42:30.716061,157.0,7.96,297.5
M002,2025-07-14 07:46:15.581993,227.0,6.2,
M000,2025-07-14 07:50:53.137477,38.0,8.2,300.2
M001,2025-07-14 07:57:30.716061,89.0,7.77,299.8
M002,2025-07-14 08:01:15.581993,233.0,6.39,401.8
M000,2025-07-14 08:05:53.137477,25.0,8.05,301.4
M001,2025-07-14 08:12:30.716061,115.0,7.91,299.5
M002,2025-07-14 08:16:15.581993,228.0,6.02,398.4
M000,2025-07-14 08:20:53.137477,53.0,7.93,299.3
M001,2025-07-14 08:27:30.716061,136.0,7.54,302.0
M002,2025-07-14 08:31:15.581993,231.0,6.24,398.7
M000,2025-07-14 08:35:53.137477,32.0,8.18,298.9
M001,2025-07-14 08:42:30.716061,88.0,7.99,
M002,2025-07-14 08:46:15.581993,228.0,6.36,
M000,2025-07-14 08:50:53.137477,24.0,8.11,301.7
M001,2025-07-14 08:57:30.716061,80.0,7.79,
M002,2025-07-14 09:01:15.581993,225.0,6.39,398.6
M000,2025-07-14 09:05:53.137477,16.0,8.02,298.7
M001,2025-07-14 09:12:30.716061,97.0,,298.7
M002,2025-07-14 09:16:15.581993,223.0,6.33,399.6
M000,2025-07-14 09:20:53.137477,51.0,8.29,300.9
M001,2025-07-14 09:27:30.716061,69.0,7.9,301.7
M002,2025-07-14 09:31:15.581993,223.0,6.51,399.0
M000,2025-07-14 09:35:53.137477,51.0,8.11,300.7
M001,2025-07-14 09:42:30.716061,117.0,7.69,298.5
M002,2025-07-14 09:46:15.581993,235.0,6.19,
M000,2025-07-14 09:50:53.137477,38.0,8.17,298.8
M001,2025-07-14 09:57:30.716061,130.0,,299.2
M002,2025-07-14 10:01:15.581993,232.0,6.16,399.7
M000,2025-07-14 10:05:53.137477,50.0,8.07,300.1
M001,2025-07-14 10:12:30.716061,116.0,7.96,300.2
M002,2025-07-14 10:16:15.581993,226.0,6.33,401.8
M000,2025-07-14 10:20:53.137477,31.0,,299.0
M002,2025-07-14 10:31:15.581993,228.0,6.32,399.8
M000,2025-07-14 10:35:53.137477,46.0,8.3,300.8
M002,2025-07-14 10:46:15.581993,219.0,6.05,401.8
M000,2025-07-14 10:50:53.137477,41.0,8.34,298.6
M002,2025-07-14 11:01:15.581993,221.0,6.48,400.2
M000,2025-07-14 11:05:53.137477,20.0,8.37,297.4
M002,2025-07-14 11:16:15.581993,231.0,6.55,401.3
M000,2025-07-14 11:20:53.137477,59.0,7.99,302.5
M002,2025-07-14 11:31:15.581993,235.0,6.27,401.3
M000,2025-07-14 11:35:53.137477,48.0,,301.6
M002,2025-07-14 11:46:15.581993,231.0,6.18,399.6
M000,2025-07-14 11:50:53.137477,33.0,7.97,299.6
M002,2025-07-14 12:01:15.581993,227.0,6.68,401.2
M000,2025-07-14 12:05:53.137477,17.0,7.8,298.5
M002,2025-07-14 12:16:15.581993,220.0,6.35,397.7
M002,2025-07-14 12:31:15.581993,222.0,6.32,399.8
M002,2025-07-14 12:46:15.581993,220.0,6.01,400.0
M002,2025-07-14 13:01:15.581993,232.0,6.27,400.1
M002,2025-07-14 13:16:15.581993,225.0,,
M002,2025-07-14 13:31:15.581993,224.0,,401.2
M002,2025-07-14 13:46:15.581993,220.0,6.52,400.2
M002,2025-07-14 14:01:15.581993,226.0,,400.7
M002,2025-07-14 14:16:15.581993,227.0,6.42,396.2
M002,2025-07-14 14:31:15.581993,231.0,6.34,401.9
M002,2025-07-14 14:46:15.581993,233.0,6.5,398.1
M002,2025-07-14 15:01:15.581993,231.0,6.43,398.6
M002,2025-07-14 15:16:15.581993,222.0,,403.2
M002,2025-07-14 15:31:15.581993,225.0,6.5,399.5
M002,2025-07-14 15:46:15.581993,,6.49,402.2
M002,2025-07-14 16:01:15.581993,231.0,6.32,398.8
M002,2025-07-14 16:16:15.581993,227.0,6.57,399.5
M002,2025-07-14 16:31:15.581993,232.0,6.49,399.9
M002,2025-07-14 16:46:15.581993,229.0,6.7,401.3
M002,2025-07-14 17:01:15.581993,235.0,,399.3
M002,2025-07-14 17:16:15.581993,239.0,5.85,400.6
M002,2025-07-14 17:31:15.581993,,6.57,399.2
M002,2025-07-14 17:46:15.581993,228.0,6.6,400.3
M000,2025-07-14 17:48:39.290576,119.0,7.15,201.7
M002,2025-07-14 18:01:15.581993,227.0,6.68,400.9
M000,2025-07-14 18:03:39.290576,99.0,7.08,202.8
M002,2025-07-14 18:16:15.581993,230.0,6.51,399.4
M000,2025-07-14 18:18:39.290576,86.0,7.39,198.2
M002,2025-07-14 18:31:15.581993,222.0,6.08,401.4
M000,2025-07-14 18:33:39.290576,106.0,7.13,200.0
M002,2025-07-14 18:46:15.581993,234.0,6.76,398.8
M000,2025-07-14 18:48:39.290576,,7.25,199.7
M002,2025-07-14 19:01:15.581993,228.0,6.3,400.6
M000,2025-07-14 19:03:39.290576,94.0,7.31,197.6
M001,2025-07-14 19:06:30.110445,105.0,6.65,121.1
M002,2025-07-14 19:16:15.581993,225.0,6.45,398.3
M000,2025-07-14 19:18:39.290576,106.0,7.14,199.2
M001,2025-07-14 19:21:30.110445,97.0,6.82,121.0
M002,2025-07-14 19:31:15.581993,227.0,6.07,401.6
M000,2025-07-14 19:33:39.290576,112.0,7.25,202.5
M001,2025-07-14 19:36:30.110445,113.0,6.88,119.5
M002,2025-07-14 19:46:15.581993,207.0,6.43,399.4
M000,2025-07-14 19:48:39.290576,105.0,7.07,199.6
M001,2025-07-14 19:51:30.110445,110.0,6.45,120.0
M002,2025-07-14 20:01:15.581993,230.0,5.91,398.9
M000,2025-07-14 20:03:39.290576,122.0,7.11,198.8
M001,2025-07-14 20:06:30.110445,147.0,6.52,118.7
M002,2025-07-14 20:16:15.581993,227.0,6.13,400.3
M000,2025-07-14 20:18:39.290576,105.0,7.59,201.9
M001,2025-07-14 20:21:30.110445,111.0,6.65,119.9
M002,2025-07-14 20:31:15.581993,224.0,6.16,401.5
M000,2025-07-14 20:33:39.290576,97.0,7.53,196.7
M001,2025-07-14 20:36:30.110445,122.0,6.85,121.3
M002,2025-07-14 20:46:15.581993,236.0,,403.6
M000,2025-07-14 20:48:39.290576,97.0,7.24,199.4
M001,2025-07-14 20:51:30.110445,135.0,6.84,120.2
M002,2025-07-14 21:01:15.581993,231.0,6.56,398.2
M000,2025-07-14 21:03:39.290576,121.0,7.15,201.7
M001,2025-07-14 21:06:30.110445,85.0,7.15,119.4
M002,2025-07-14 21:16:15.581993,232.0,6.4,402.7
M000,2025-07-14 21:18:39.290576,132.0,7.17,199.4
M001,2025-07-14 21:21:30.110445,112.0,6.87,120.7
M002,2025-07-14 21:31:15.581993,230.0,6.51,400.0
M000,2025-07-14 21:33:39.290576,105.0,6.97,197.5
M001,2025-07-14 21:36:30.110445,90.0,6.71,118.0
M002,2025-07-14 21:46:15.581993,225.0,6.15,398.5
M000,2025-07-14 21:48:39.290576,103.0,6.87,197.4
M001,2025-07-14 21:51:30.110445,145.0,,119.0
M002,2025-07-14 22:01:15.581993,230.0,6.49,399.3
M000,2025-07-14 22:03:39.290576,85.0,,201.1
M001,2025-07-14 22:06:30.110445,116.0,6.68,118.9
M002,2025-07-14 22:16:15.581993,224.0,6.56,399.3
M000,2025-07-14 22:18:39.290576,82.0,6.99,198.1
M001,2025-07-14 22:21:30.110445,100.0,6.85,116.2
M002,2025-07-14 22:31:15.581993,231.0,6.65,
M000,2025-07-14 22:33:39.290576,75.0,7.13,200.6
M001,2025-07-14 22:36:30.110445,77.0,6.78,120.1
M002,2025-07-14 22:46:15.581993,231.0,5.89,397.9
M000,2025-07-14 22:48:39.290576,108.0,7.03,196.2
M001,2025-07-14 22:51:30.110445,112.0,6.75,119.4
M002,2025-07-14 23:01:15.581993,222.0,6.16,401.5
M000,2025-07-14 23:03:39.290576,114.0,7.3,200.3
M001,2025-07-14 23:06:30.110445,89.0,6.89,121.2
M002,2025-07-14 23:16:15.581993,222.0,6.14,398.8
M000,2025-07-14 23:18:39.290576,132.0,7.12,199.1
M001,2025-07-14 23:21:30.110445,82.0,7.01,119.7
M002,2025-07-14 23:31:15.581993,234.0,6.39,400.3
M000,2025-07-14 23:33:39.290576,111.0,7.19,197.5
M001,2025-07-14 23:36:30.110445,108.0,6.49,121.0
M002,2025-07-14 23:46:15.581993,233.0,6.29,400.3
M000,2025-07-14 23:48:39.290576,84.0,7.44,199.7
M001,2025-07-14 23:51:30.110445,108.0,6.84,120.7
M002,2025-07-15 00:01:15.581993,225.0,6.39,401.4
M000,2025-07-15 00:03:39.290576,119.0,7.21,200.6
M001,2025-07-15 00:06:30.110445,,6.58,119.6
M002,2025-07-15 00:16:15.581993,232.0,6.45,401.7
M000,2025-07-15 00:18:39.290576,97.0,7.31,199.7
M001,2025-07-15 00:21:30.110445,95.0,,121.1
M002,2025-07-15 00:31:15.581993,233.0,6.63,400.0
M000,2025-07-15 00:33:39.290576,,7.09,198.7
M001,2025-07-15 00:36:30.110445,75.0,6.75,121.1
M002,2025-07-15 00:46:15.581993,225.0,6.46,399.9
M000,2025-07-15 00:48:39.290576,99.0,7.25,197.8
M001,2025-07-15 00:51:30.110445,181.0,6.79,121.7
M002,2025-07-15 01:01:15.581993,232.0,6.11,399.2
M000,2025-07-15 01:03:39.290576,,7.55,195.7
M001,2025-07-15 01:06:30.110445,129.0,6.79,120.0
M002,2025-07-15 01:16:15.581993,232.0,6.39,396.9
M000,2025-07-15 01:18:39.290576,97.0,6.9,200.0
M001,2025-07-15 01:21:30.110445,185.0,6.53,120.8
M002,2025-07-15 01:31:15.581993,231.0,6.07,398.8
M000,2025-07-15 01:33:39.290576,118.0,7.28,
M001,2025-07-15 01:36:30.110445,135.0,6.6,119.3
M002,2025-07-15 01:46:15.581993,231.0,6.35,398.9
M000,2025-07-15 01:48:39.290576,130.0,7.53,199.3
M001,2025-07-15 01:51:30.110445,,,118.8
M002,2025-07-15 02:01:15.581993,226.0,6.03,400.9
M000,2025-07-15 02:03:39.290576,106.0,6.84,198.0
M001,2025-07-15 02:06:30.110445,137.0,6.57,120.0
M002,2025-07-15 02:16:15.581993,236.0,,398.6
M000,2025-07-15 02:18:39.290576,92.0,7.57,197.1
M001,2025-07-15 02:21:30.110445,126.0,6.41,119.5
M002,2025-07-15 02:31:15.581993,231.0,6.64,400.1
M000,2025-07-15 02:33:39.290576,122.0,7.06,201.1
M001,2025-07-15 02:36:30.110445,98.0,6.74,122.2
M002,2025-07-15 02:46:15.581993,222.0,,398.3
M000,2025-07-15 02:48:39.290576,92.0,6.96,197.0
M001,2025-07-15 02:51:30.110445,,6.89,
M002,2025-07-15 03:01:15.581993,231.0,6.59,399.6
M000,2025-07-15 03:03:39.290576,121.0,6.97,200.8
M001,2025-07-15 03:06:30.110445,126.0,6.65,
M002,2025-07-15 03:16:15.581993,230.0,5.95,400.8
M000,2025-07-15 03:18:39.290576,117.0,7.11,200.8
M001,2025-07-15 03:21:30.110445,120.0,6.86,117.7
M002,2025-07-15 03:31:15.581993,237.0,6.0,399.2
M000,2025-07-15 03:33:39.290576,124.0,7.16,199.3
M002,2025-07-15 03:46:15.581993,225.0,6.5,402.2
M000,2025-07-15 03:48:39.290576,123.0,7.3,197.8
M002,2025-07-15 04:01:15.581993,222.0,6.44,398.2
M000,2025-07-15 04:03:39.290576,97.0,7.29,198.4
M002,2025-07-15 04:16:15.581993,231.0,6.33,402.4
M000,2025-07-15 04:18:39.290576,114.0,7.23,197.9
M002,2025-07-15 04:31:15.581993,226.0,5.99,400.1
M000,2025-07-15 04:33:39.290576,113.0,7.31,199.2
M002,2025-07-15 04:46:15.581993,231.0,6.22,400.6
M000,2025-07-15 04:48:39.290576,120.0,7.35,196.8
M002,2025-07-15 05:01:15.581993,220.0,6.47,398.0
M000,2025-07-15 05:03:39.290576,115.0,7.12,201.7
M002,2025-07-15 05:16:15.581993,232.0,6.59,402.0
M000,2025-07-15 05:18:39.290576,91.0,7.05,199.3
M002,2025-07-15 05:31:15.581993,227.0,6.76,401.0
M000,2025-07-15 05:33:39.290576,86.0,7.2,200.3
M002,2025-07-15 05:46:15.581993,229.0,6.49,399.2
M000,2025-07-15 05:48:39.290576,106.0,7.1,202.2
M002,2025-07-15 06:01:15.581993,221.0,6.38,400.1
M000,2025-07-15 06:03:39.290576,98.0,7.05,202.7
M002,2025-07-15 06:16:15.581993,228.0,6.38,399.9
M000,2025-07-15 06:18:39.290576,115.0,6.86,201.7
M002,2025-07-15 06:31:15.581993,227.0,6.25,399.2
M000,2025-07-15 06:33:39.290576,,6.98,197.0
M002,2025-07-15 06:46:15.581993,223.0,6.15,399.6
M000,2025-07-15 06:48:39.290576,100.0,7.09,201.3
M002,2025-07-15 07:01:15.581993,224.0,5.91,399.4
M000,2025-07-15 07:03:39.290576,108.0,6.99,198.9
M002,2025-07-15 07:16:15.581993,230.0,6.62,397.8
M000,2025-07-15 07:18:39.290576,80.0,7.02,
M002,2025-07-15 07:31:15.581993,228.0,6.07,399.9
M000,2025-07-15 07:33:39.290576,99.0,7.28,
M002,2025-07-15 07:46:15.581993,232.0,,399.2
M000,2025-07-15 07:48:39.290576,114.0,7.65,201.4
M002,2025-07-15 08:01:15.581993,230.0,6.35,400.6
M000,2025-07-15 08:03:39.290576,68.0,,200.1
M002,2025-07-15 08:16:15.581993,227.0,6.52,402.2
M000,2025-07-15 08:18:39.290576,108.0,7.12,198.3
M002,2025-07-15 08:31:15.581993,217.0,6.44,399.2
M000,2025-07-15 08:33:39.290576,,7.36,
M002,2025-07-15 08:46:15.581993,225.0,6.32,399.7
M000,2025-07-15 08:48:39.290576,,,198.4
M002,2025-07-15 09:01:15.581993,227.0,6.63,399.4
M000,2025-07-15 09:03:39.290576,122.0,6.77,201.5
M002,2025-07-15 09:16:15.581993,228.0,6.43,402.1
M000,2025-07-15 09:18:39.290576,86.0,7.2,202.5
M002,2025-07-15 09:31:15.581993,227.0,6.22,400.1
M002,2025-07-15 09:46:15.581993,223.0,6.75,402.4
M002,2025-07-15 10:01:15.581993,223.0,6.56,401.6
M002,2025-07-15 10:16:15.581993,227.0,6.39,399.9
M002,2025-07-15 10:31:15.581993,225.0,6.42,398.9
M002,2025-07-15 10:46:15.581993,230.0,6.49,400.8
M002,2025-07-15 11:01:15.581993,232.0,,400.2
M002,2025-07-15 11:16:15.581993,235.0,6.45,402.0
M002,2025-07-15 11:31:15.581993,224.0,6.3,401.0
M002,2025-07-15 11:46:15.581993,233.0,6.25,397.1
M001,2025-07-15 11:48:45.796773,8.0,8.35,197.3
M002,2025-07-15 12:01:15.581993,222.0,6.4,400.9
M001,2025-07-15 12:03:45.796773,,7.97,200.4
M001,2025-07-15 12:18:45.796773,66.0,8.74,200.6
M001,2025-07-15 12:33:45.796773,72.0,8.68,198.3
M001,2025-07-15 12:48:45.796773,0.0,8.54,199.9
M001,2025-07-15 13:03:45.796773,16.0,8.38,200.2
M001,2025-07-15 13:18:45.796773,49.0,8.36,198.2
M001,2025-07-15 13:33:45.796773,77.0,,199.2
M001,2025-07-15 13:48:45.796773,56.0,8.5,199.9
M001,2025-07-15 14:03:45.796773,48.0,8.46,199.3
M001,2025-07-15 14:18:45.796773,25.0,,195.5
M001,2025-07-15 14:33:45.796773,49.0,8.25,201.3
M001,2025-07-15 14:48:45.796773,3.0,,200.1
M001,2025-07-15 15:03:45.796773,54.0,8.54,200.8
M001,2025-07-15 15:18:45.796773,94.0,8.32,199.5
M001,2025-07-15 15:33:45.796773,64.0,8.58,199.3
M001,2025-07-15 15:48:45.796773,16.0,8.76,198.5
M001,2025-07-15 16:03:45.796773,35.0,8.54,200.9
M001,2025-07-15 16:18:45.796773,50.0,8.48,201.5
M001,2025-07-15 16:33:45.796773,72.0,,198.3
M001,2025-07-15 16:48:45.796773,0.0,8.4,200.1
M001,2025-07-15 17:03:45.796773,0.0,8.72,202.2
M001,2025-07-15 17:18:45.796773,49.0,8.37,199.9
M001,2025-07-15 17:33:45.796773,59.0,8.71,200.3
M001,2025-07-15 17:48:45.796773,42.0,8.66,199.6
M001,2025-07-15 18:03:45.796773,56.0,8.63,199.1
M002,2025-07-15 18:17:14.553270,,9.05,196.4
M001,2025-07-15 18:18:45.796773,69.0,8.46,199.0
M002,2025-07-15 18:32:14.553270,14.0,8.61,199.7
M001,2025-07-15 18:33:45.796773,75.0,8.49,199.2
M002,2025-07-15 18:47:14.553270,17.0,8.56,200.8
M001,2025-07-15 18:48:45.796773,0.0,8.52,198.1
M002,2025-07-15 19:02:14.553270,18.0,8.7,198.4
M001,2025-07-15 19:03:45.796773,17.0,8.43,201.4
M000,2025-07-15 19:03:51.844240,160.0,10.13,302.4
M002,2025-07-15 19:17:14.553270,24.0,8.79,199.4
M001,2025-07-15 19:18:45.796773,71.0,8.49,201.2
M000,2025-07-15 19:18:51.844240,152.0,10.06,299.0
M002,2025-07-15 19:32:14.553270,10.0,8.85,201.3
M001,2025-07-15 19:33:45.796773,26.0,8.5,200.9
M000,2025-07-15 19:33:51.844240,143.0,,297.2
M002,2025-07-15 19:47:14.553270,13.0,8.36,201.2
M001,2025-07-15 19:48:45.796773,78.0,8.44,200.9
M000,2025-07-15 19:48:51.844240,148.0,10.13,300.1
M002,2025-07-15 20:02:14.553270,21.0,,197.1
M001,2025-07-15 20:03:45.796773,55.0,8.36,201.1
M000,2025-07-15 20:03:51.844240,122.0,10.36,301.4
M002,2025-07-15 20:17:14.553270,23.0,8.58,199.8
M001,2025-07-15 20:18:45.796773,,8.29,201.1
M000,2025-07-15 20:18:51.844240,181.0,10.63,299.9
M002,2025-07-15 20:32:14.553270,11.0,8.63,197.3
M001,2025-07-15 20:33:45.796773,73.0,8.56,197.7
M000,2025-07-15 20:33:51.844240,149.0,10.42,298.5
M002,2025-07-15 20:47:14.553270,,,200.2
M001,2025-07-15 20:48:45.796773,125.0,,198.9
M000,2025-07-15 20:48:51.844240,163.0,,299.8
M002,2025-07-15 21:02:14.553270,14.0,8.76,200.5
M001,2025-07-15 21:03:45.796773,45.0,8.62,200.7
M000,2025-07-15 21:03:51.844240,163.0,,301.6
M002,2025-07-15 21:17:14.553270,13.0,8.79,201.2
M001,2025-07-15 21:18:45.796773,52.0,8.51,202.2
M000,2025-07-15 21:18:51.844240,135.0,10.01,299.5
M002,2025-07-15 21:32:14.553270,6.0,8.46,199.8
M001,2025-07-15 21:33:45.796773,9.0,8.74,200.0
M000,2025-07-15 21:33:51.844240,138.0,10.16,302.4
M002,2025-07-15 21:47:14.553270,16.0,8.8,196.3
M001,2025-07-15 21:48:45.796773,77.0,8.7,196.7
M000,2025-07-15 21:48:51.844240,163.0,10.15,299.3
M002,2025-07-15 22:02:14.553270,15.0,8.95,198.2
M001,2025-07-15 22:03:45.796773,,8.91,200.7
M000,2025-07-15 22:03:51.844240,169.0,10.24,299.1
M002,2025-07-15 22:17:14.553270,20.0,,200.0
M001,2025-07-15 22:18:45.796773,32.0,8.3,200.1
M000,2025-07-15 22:18:51.844240,168.0,10.08,300.1
M002,2025-07-15 22:32:14.553270,,8.41,198.0
M001,2025-07-15 22:33:45.796773,74.0,8.46,201.3
M000,2025-07-15 22:33:51.844240,155.0,9.84,300.0
M002,2025-07-15 22:47:14.553270,8.0,8.53,200.4
M001,2025-07-15 22:48:45.796773,50.0,,197.2
M000,2025-07-15 22:48:51.844240,164.0,10.48,301.4
M002,2025-07-15 23:02:14.553270,23.0,8.67,200.9
M001,2025-07-15 23:03:45.796773,23.0,8.77,197.1
M000,2025-07-15 23:03:51.844240,144.0,10.75,301.6
M002,2025-07-15 23:17:14.553270,20.0,8.3,199.1
M001,2025-07-15 23:18:45.796773,34.0,8.13,200.8
M000,2025-07-15 23:18:51.844240,137.0,10.17,302.5
M002,2025-07-15 23:32:14.553270,16.0,8.58,197.9
M001,2025-07-15 23:33:45.796773,74.0,8.58,201.5
M000,2025-07-15 23:33:51.844240,145.0,10.29,299.7
M002,2025-07-15 23:47:14.553270,9.0,8.43,201.1
M001,2025-07-15 23:48:45.796773,61.0,8.41,200.5
M000,2025-07-15 23:48:51.844240,135.0,10.08,299.1
M002,2025-07-16 00:02:14.553270,13.0,8.46,199.3
M001,2025-07-16 00:03:45.796773,52.0,8.32,203.0
M000,2025-07-16 00:03:51.844240,155.0,10.17,300.7
M002,2025-07-16 00:17:14.553270,13.0,8.5,201.0
M001,2025-07-16 00:18:45.796773,69.0,8.68,200.9
M000,2025-07-16 00:18:51.844240,164.0,9.78,301.5
M002,2025-07-16 00:32:14.553270,16.0,8.48,200.9
M001,2025-07-16 00:33:45.796773,42.0,8.24,198.8
M000,2025-07-16 00:33:51.844240,165.0,10.08,300.8
M002,2025-07-16 00:47:14.553270,17.0,8.6,201.8
M001,2025-07-16 00:48:45.796773,17.0,8.46,201.1
M000,2025-07-16 00:48:51.844240,153.0,10.24,301.5
M002,2025-07-16 01:02:14.553270,25.0,8.61,200.0
M001,2025-07-16 01:03:45.796773,6.0,8.22,199.7
M000,2025-07-16 01:03:51.844240,157.0,10.08,299.0
M002,2025-07-16 01:17:14.553270,12.0,8.85,199.7
M001,2025-07-16 01:18:45.796773,72.0,8.41,199.0
M000,2025-07-16 01:18:51.844240,144.0,,298.6
M002,2025-07-16 01:32:14.553270,12.0,8.75,198.1
M001,2025-07-16 01:33:45.796773,31.0,8.24,199.1
M000,2025-07-16 01:33:51.844240,176.0,10.49,299.8
M002,2025-07-16 01:47:14.553270,21.0,,200.6
M001,2025-07-16 01:48:45.796773,44.0,8.66,201.3
M000,2025-07-16 01:48:51.844240,132.0,9.81,299.5
M002,2025-07-16 02:02:14.553270,,,200.3
M001,2025-07-16 02:03:45.796773,54.0,8.38,202.6
M000,2025-07-16 02:03:51.844240,154.0,,301.1
M002,2025-07-16 02:17:14.553270,18.0,8.25,200.3
M001,2025-07-16 02:18:45.796773,18.0,8.76,197.3
M000,2025-07-16 02:18:51.844240,159.0,10.42,298.4
M002,2025-07-16 02:32:14.553270,11.0,8.3,198.3
M001,2025-07-16 02:33:45.796773,82.0,8.61,198.0
M000,2025-07-16 02:33:51.844240,157.0,,305.1
M002,2025-07-16 02:47:14.553270,18.0,,197.8
M001,2025-07-16 02:48:45.796773,38.0,8.19,199.5
M000,2025-07-16 02:48:51.844240,166.0,10.55,299.1
M002,2025-07-16 03:02:14.553270,12.0,8.74,199.0
M001,2025-07-16 03:03:45.796773,82.0,8.88,199.3
M000,2025-07-16 03:03:51.844240,158.0,,299.0
M002,2025-07-16 03:17:14.553270,22.0,,198.9
M001,2025-07-16 03:18:45.796773,56.0,8.51,200.2
M000,2025-07-16 03:18:51.844240,162.0,10.5,301.1
M002,2025-07-16 03:32:14.553270,16.0,8.66,200.0
M001,2025-07-16 03:33:45.796773,64.0,8.36,197.5
M000,2025-07-16 03:33:51.844240,159.0,10.18,297.9
M002,2025-07-16 03:47:14.553270,20.0,8.79,200.6
M001,2025-07-16 03:48:45.796773,86.0,8.29,199.1
M000,2025-07-16 03:48:51.844240,129.0,10.27,299.9
M002,2025-07-16 04:02:14.553270,15.0,8.34,200.0
M001,2025-07-16 04:03:45.796773,59.0,8.57,199.4
M000,2025-07-16 04:03:51.844240,165.0,10.25,301.0
M002,2025-07-16 04:17:14.553270,18.0,8.52,201.9
M001,2025-07-16 04:18:45.796773,98.0,8.57,197.7
M000,2025-07-16 04:18:51.844240,139.0,10.41,299.6
M002,2025-07-16 04:32:14.553270,4.0,,197.5
M001,2025-07-16 04:33:45.796773,4.0,8.49,199.4
M000,2025-07-16 04:33:51.844240,,10.43,301.7
M002,2025-07-16 04:47:14.553270,16.0,8.46,201.2
M001,2025-07-16 04:48:45.796773,51.0,8.51,197.7
M000,2025-07-16 04:48:51.844240,174.0,,299.4
M002,2025-07-16 05:02:14.553270,22.0,8.61,199.7
M001,2025-07-16 05:03:45.796773,63.0,8.53,197.7
M000,2025-07-16 05:03:51.844240,148.0,10.47,301.2
M002,2025-07-16 05:17:14.553270,,8.96,198.7
M001,2025-07-16 05:18:45.796773,36.0,8.48,201.2
M000,2025-07-16 05:18:51.844240,164.0,10.11,299.7
M001,2025-07-16 05:33:45.796773,59.0,8.43,198.8
M000,2025-07-16 05:33:51.844240,147.0,10.09,301.3
M001,2025-07-16 05:48:45.796773,0.0,8.01,199.2
M000,2025-07-16 05:48:51.844240,165.0,10.08,299.6
M001,2025-07-16 06:03:45.796773,14.0,8.5,202.6
M000,2025-07-16 06:03:51.844240,154.0,10.13,
M001,2025-07-16 06:18:45.796773,66.0,8.49,199.4
M000,2025-07-16 06:18:51.844240,161.0,9.91,302.6
M001,2025-07-16 06:33:45.796773,67.0,8.54,200.4
M000,2025-07-16 06:33:51.844240,156.0,10.31,298.6
M001,2025-07-16 06:48:45.796773,67.0,8.34,198.9
M000,2025-07-16 06:48:51.844240,150.0,10.42,300.2
M001,2025-07-16 07:03:45.796773,58.0,8.42,201.3
M000,2025-07-16 07:03:51.844240,,10.41,299.8
M001,2025-07-16 07:18:45.796773,118.0,8.57,201.3
M000,2025-07-16 07:18:51.844240,147.0,10.16,301.6
M001,2025-07-16 07:33:45.796773,61.0,8.58,200.9
M000,2025-07-16 07:33:51.844240,155.0,10.09,299.5
M001,2025-07-16 07:48:45.796773,65.0,8.39,198.8
M000,2025-07-16 07:48:51.844240,146.0,9.94,302.3
M001,2025-07-16 08:03:45.796773,77.0,8.56,198.2
M000,2025-07-16 08:03:51.844240,154.0,10.06,300.7
M001,2025-07-16 08:18:45.796773,57.0,8.65,
M000,2025-07-16 08:18:51.844240,155.0,10.35,301.7
M001,2025-07-16 08:33:45.796773,35.0,8.6,201.1
M000,2025-07-16 08:33:51.844240,163.0,10.23,300.2
M002,2025-07-16 08:40:05.763530,78.0,7.15,401.1
M001,2025-07-16 08:48:45.796773,,,198.5
M000,2025-07-16 08:48:51.844240,157.0,10.21,300.9
